ID,Incident Number,Incident Date,Age,Sex of Victim,Race of Victim,Injury,Relationship,State,Location
204,TCURYE97 8N: ,20020316,31: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,8: Department/Discount Store
205,TCURYEL7 8N: ,20020315,34: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
206,3H2M01ZL6X I: ,20020305,31: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,20: Residence/Home
207,3H2M01ZL6X I: ,20020305,13: ,F: Female,U: Unknown,N: None,CH: Victim was Child,15: KS,20: Residence/Home
208,3H2M01ZL6X I: ,20020305,12: ,F: Female,U: Unknown,N: None,CH: Victim was Child,15: KS,20: Residence/Home
209,3H2M01ZL6X I: ,20020305,05: ,M: Male,U: Unknown,N: None,CH: Victim was Child,15: KS,20: Residence/Home
210,3H2M01ZL6X I: ,20020305,01: ,F: Female,U: Unknown,N: None,CH: Victim was Child,15: KS,20: Residence/Home
211,T2A5 PU728N: ,20020213,00: Unknown,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
212,4I-ZK4X4NJF: ,20020315,53: ,F: Female,W: White,M: Apparent Minor Injury,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
213,4I-ZK4X4NJF: ,20020315,10: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,20: Residence/Home
214,OB-6V66OX5HP: ,20020204,29: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,23: Service/Gas Station
215,T04EVPU72 N: ,20020119,15: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
216,WU01KMSC62 N: ,20020111,45: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,21: Restaurant
217,JS01RVMQ-2 N: ,20020103,13: ,F: Female,W: White,N: None,: ,34: OH,13: Highway/Road/Alley
218,RH01REZQQ2 N: ,20020128,04: ,F: Female,W: White,N: None,: ,34: OH,25: Other/unknown
219,RH01REZQQ2 N: ,20020128,08: ,F: Female,W: White,N: None,: ,34: OH,25: Other/unknown
220,RH01ROTVG2 N: ,20020121,37: ,F: Female,W: White,N: None,: ,34: OH,18: Parking Lot/Garage
221,N01RVSD6- N: ,20020222,57: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
222,N01RVZVPX N: ,20020303,00: Unknown,F: Female,B: Black,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,1: Air/Bus/Train Terminal
223,T0QRBPU72 N: ,20020206,13: ,M: Male,W: White,N: None,CH: Victim was Child,34: OH,20: Residence/Home
224,1034JK7CTD1A: ,20020312,24: ,M: Male,B: Black,O: Other Major Injury,RU: Relationship Unknown,34: OH,18: Parking Lot/Garage
225,1034JUZCTD1A: ,20020316,17: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,23: Service/Gas Station
226,1034K5HCTD1A: ,20020318,26: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
227,103UQ4OCTD1A: ,20020106,52: ,F: Female,U: Unknown,N: None,RU: Relationship Unknown,34: OH,8: Department/Discount Store
228,103WPBOCTD1A: ,20020324,26: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
229,103WW-PCTD1A: ,20020328,23: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,10: Field/Woods
230,N01RVSMV3 N: ,20020118,50: ,F: Female,U: Unknown,M: Apparent Minor Injury,: ,34: OH,14: Hotel/Motel/Etc.
231,T-1KAP 728N: ,20020302,19: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
232,T-4SVQ 728N: ,20020117,15: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
233,T-G1MT 728N: ,20020315,11: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
234,CI01RE59-2 N: ,20020401,04: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,16: Lake/Waterway
235,CI01RV3VV2 N: ,20020213,14: ,F: Female,B: Black,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,13: Highway/Road/Alley
236,CI01RVEHG2 N: ,20020308,27: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,34: OH,20: Residence/Home
237,N01RVSV63 N: ,20020225,10: ,F: Female,W: White,N: None,: ,34: OH,20: Residence/Home
238,T2 5 PU728N: ,20020125,37: ,M: Male,W: White,N: None,: ,34: OH,25: Other/unknown
239,5J-UFOZ51AEM: ,20020222,25: ,F: Female,W: White,N: None,SE: Victim was Spouse,34: OH,20: Residence/Home
240,5J-UOL851AEM: ,20020325,45: ,F: Female,W: White,N: None,: ,34: OH,13: Highway/Road/Alley
241,6S-IDIR6PU72: ,20020329,34: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,34: OH,9: Drug Store/Drs Office/Hospital
242,7Z-N0NN7Q-F3: ,20020226,27: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
243,7Z-N0NN7Q-F3: ,20020226,27: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
244,86-4KAY8F39G: ,20020120,20: ,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
245,T0 AOSM-F N: ,20020319,34: ,F: Female,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
246,T0 IVSCSC N: ,20020330,20: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
247,T0 KBSCGA N: ,20020318,52: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
248,T0 KCS9SX N: ,20020315,16: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
249,T0 KCSHGC N: ,20020313,09: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
250,T0 RASQPC N: ,20020306,23: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,25: Other/unknown
251,T0 RCS91U N: ,20020305,25: ,M: Male,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,23: Service/Gas Station
252,T01AASH6U N: ,20020227,16: ,F: Female,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,13: Highway/Road/Alley
253,T01KCSMQ- N: ,20020215,17: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
254,T01KES9Q0 N: ,20020212,16: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
255,T01KFSQ-0 N: ,20020213,31: ,F: Female,B: Black,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,20: Residence/Home
256,T01KYSRP3 N: ,20020212,16: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,18: Parking Lot/Garage
257,T01RCSM-- N: ,20020205,22: ,F: Female,B: Black,M: Apparent Minor Injury,CS: Victim was Common-Law Spouse,34: OH,20: Residence/Home
258,T01RMSMGF N: ,20020208,05: ,M: Male,B: Black,N: None,CH: Victim was Child,34: OH,20: Residence/Home
259,T01ROS9-X N: ,20020131,27: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
260,T01ROSCPF N: ,20020131,44: ,F: Female,W: White,N: None,: ,34: OH,13: Highway/Road/Alley
261,T01RWSMTX N: ,20020206,21: ,F: Female,W: White,N: None,: ,34: OH,18: Parking Lot/Garage
262,T04AMSCP- N: ,20020128,38: ,F: Female,B: Black,N: None,: ,34: OH,13: Highway/Road/Alley
263,T04AMSHP3 N: ,20020128,30: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
264,T04AWSLT3 N: ,20020126,16: ,M: Male,B: Black,N: None,FR: Victim was Friend,34: OH,20: Residence/Home
265,T04IVSQ1A N: ,20020130,22: ,F: Female,B: Black,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
266,T04RMSCPA N: ,20020107,45: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,13: Highway/Road/Alley
267,T04RMSHFA N: ,20020108,41: ,F: Female,B: Black,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
268,T-BYMS 728N: ,20020302,39: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
269,T040VPU72 N: ,20020120,21: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
270,TI01ROBDG2 N: ,20020324,28: ,M: Male,W: White,N: None,: ,34: OH,20: Residence/Home
271,TI01RV3C-2 N: ,20020121,18: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,25: Other/unknown
272,TI01RVZ-T2 N: ,20020109,13: ,F: Female,W: White,N: None,: ,34: OH,20: Residence/Home
273,T0B-WRR72 N: ,20020216,17: ,F: Female,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,25: Other/unknown
274,T0B0MQC72 N: ,20020309,07: ,M: Male,A: Asian/Pacific Islander,N: None,ST: Victim was Stranger,34: OH,5: Commercial/Office Building
275,T0BEOTQ72 N: ,20020321,35: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
276,T0BEOTQ72 N: ,20020321,33: ,M: Male,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
277,T0BEOTQ72 N: ,20020321,15: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
278,T0BEWQQ72 N: ,20020326,40: ,F: Female,W: White,N: None,: ,34: OH,13: Highway/Road/Alley
279,T0BKVZ-72 N: ,20020111,29: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,13: Highway/Road/Alley
280,T0BRFTR72 N: ,20020104,20: ,F: Female,B: Black,M: Apparent Minor Injury,OK: Victim was Otherwise Known,34: OH,13: Highway/Road/Alley
281,T0BSMS-72 N: ,20020226,38: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,23: Service/Gas Station
282,2W2HQ0RUTD1A: ,20020114,19: ,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,23: Service/Gas Station
283,861O8IQ-F39G: ,20020228,55: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,23: Service/Gas Station
284,T287 PU728N: ,20020115,22: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,23: Service/Gas Station
285,T287 PU728N: ,20020115,00: Unknown,F: Female,W: White,N: None,CF: Victim was Child of Boyfriend/Girlfriend,34: OH,23: Service/Gas Station
286,081W02SCTD1A: ,20020331,30: ,F: Female,W: White,N: None,SB: Victim was Sibling,34: OH,25: Other/unknown
287,191P15ZL6X I: ,20020301,28: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
288,T2AY PU728N: ,20020311,60: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,25: Other/unknown
289,T2AY PU728N: ,20020311,67: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,25: Other/unknown
290,82JW24Y-F39: ,20020213,01: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,25: Other/unknown
291,82JW24Y-F39: ,20020213,03: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,25: Other/unknown
292,A2MR1KC6X I: ,20020222,19: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
293,2W2HQ0HNTD1A: ,20020301,10: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
294,2W2HQ0HNTD1A: ,20020301,12: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
295,2W2HQ0P TD1A: ,20020221,16: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
296,3A2MQ1936X I: ,20020111,13: ,F: Female,W: White,N: None,: ,34: OH,13: Highway/Road/Alley
297,3A2MR1FO6X I: ,20020306,11: ,F: Female,B: Black,N: None,: ,34: OH,13: Highway/Road/Alley
298,4W2HQ0XVTD1A: ,20020203,11: ,F: Female,B: Black,N: None,: ,34: OH,13: Highway/Road/Alley
299,7X2IJ6IEPU72: ,20020314,42: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
300,822N07KBQ-F3: ,20020317,13: ,F: Female,B: Black,N: None,: ,34: OH,20: Residence/Home
301,822N07KBQ-F3: ,20020317,13: ,F: Female,B: Black,N: None,: ,34: OH,20: Residence/Home
302,822N07KIQ-F3: ,20020316,68: ,M: Male,W: White,M: Apparent Minor Injury,HR: Homosexual Relationship,34: OH,20: Residence/Home
303,822NJ7KOQ-F3: ,20020130,30: ,M: Male,B: Black,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
304,GH2U75741AEM: ,20020114,29: ,M: Male,B: Black,O: Other Major Injury,RU: Relationship Unknown,34: OH,20: Residence/Home
305,GH2U75IX1AEM: ,20020115,40: ,M: Male,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
306,OK2ZU4XAG0W5: ,20020305,12: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
307,P920W3NKVSCT: ,20020124,20: ,F: Female,B: Black,N: None,: ,34: OH,20: Residence/Home
308,PH2U75UY1AEM: ,20020124,23: ,F: Female,A: Asian/Pacific Islander,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
309,RK2ZU4C G0W5: ,20020216,30: ,F: Female,B: Black,N: None,: ,34: OH,13: Highway/Road/Alley
310,WK2ZL4-LG0W5: ,20020124,31: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
311,WK2ZL4ZLG0W5: ,20020122,05: ,M: Male,B: Black,N: None,: ,34: OH,25: Other/unknown
312,WK2ZU42TG0W5: ,20020305,38: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
313,X22NJ7ZOQ-F3: ,20020126,41: ,F: Female,B: Black,M: Apparent Minor Injury,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
314,Z82JW2LZ-F39: ,20020310,34: ,F: Female,B: Black,N: None,OK: Victim was Otherwise Known,34: OH,13: Highway/Road/Alley
315,CI01RV3HF2 N: ,20020315,35: ,F: Female,B: Black,N: None,SE: Victim was Spouse,42: TX,20: Residence/Home
316,CI01RVMDT2 N: ,20020204,20: ,F: Female,W: White,U: Unconsciousness,AQ: Victim was Acquaintance,42: TX,11: Government/Public Building
317,CI01RVTLQ2 N: ,20020323,32: ,F: Female,W: White,N: None,OF: Victim was Other Family Member,42: TX,7: Convenience Store
318,CI01RVTMQ2 N: ,20020305,22: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,13: Highway/Road/Alley
319,N01RVEM1F N: ,20020322,23: ,M: Male,W: White,N: None,ST: Victim was Stranger,42: TX,7: Convenience Store
320,0W155ZTD1AEM: ,20020317,14: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,42: TX,18: Parking Lot/Garage
321,N01RVBLVA N: ,20020214,00: Unknown,F: Female,B: Black,M: Apparent Minor Injury,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
322,N01RVSHV- N: ,20020110,36: ,M: Male,W: White,N: None,: ,42: TX,18: Parking Lot/Garage
323,N01RVSM-3 N: ,20020111,18: ,F: Female,W: White,N: None,RU: Relationship Unknown,42: TX,18: Parking Lot/Garage
324,CT04KOSU72 N: ,20020315,17: ,M: Male,W: White,M: Apparent Minor Injury,CH: Victim was Child,42: TX,20: Residence/Home
325,CT0BEO3U72 N: ,20020222,16: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,42: TX,18: Parking Lot/Garage
326,T-41EQ 728N: ,20020212,20: ,F: Female,W: White,N: None,SE: Victim was Spouse,42: TX,13: Highway/Road/Alley
327,T01AOTL72 N: ,20020219,27: ,F: Female,B: Black,M: Apparent Minor Injury,SE: Victim was Spouse,42: TX,20: Residence/Home
328,92M015L6X I: ,20020305,23: ,F: Female,B: Black,M: Apparent Minor Injury,SE: Victim was Spouse,42: TX,13: Highway/Road/Alley
329,7S2IT6EHPU72: ,20020310,29: ,F: Female,B: Black,M: Apparent Minor Injury,CS: Victim was Common-Law Spouse,42: TX,20: Residence/Home
330,EJ2UZ5JD1AEM: ,20020316,30: ,F: Female,B: Black,M: Apparent Minor Injury,FR: Victim was Friend,42: TX,20: Residence/Home
331,NH0K728N W5H: ,20020125,34: ,F: Female,B: Black,M: Apparent Minor Injury,RU: Relationship Unknown,42: TX,13: Highway/Road/Alley
332,O206J4KOBO71: ,20020109,22: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,42: TX,20: Residence/Home
333,O206J4KOBO71: ,20020109,03: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,42: TX,20: Residence/Home
334,UG085HP-7Z9Y: ,20020226,24: ,F: Female,W: White,L: Severe Laceration,SE: Victim was Spouse,42: TX,20: Residence/Home
335,UG085HP-7Z9Y: ,20020226,28: ,M: Male,W: White,M: Apparent Minor Injury,OF: Victim was Other Family Member,42: TX,20: Residence/Home
336,UG085HPUZL9Y: ,20020218,24: ,F: Female,W: White,L: Severe Laceration,SE: Victim was Spouse,42: TX,18: Parking Lot/Garage
337,K04L6X T 45: ,20020106,20: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,25: Other/unknown
338,K0BL6XCI 45: ,20020202,24: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
339,2W0JPU7PL40A: ,20020224,02: ,F: Female,W: White,N: None,SC: Victim was Stepchild,42: TX,20: Residence/Home
340,P902W5HL4Z3T: ,20020319,20: ,F: Female,W: White,N: None,: ,42: TX,13: Highway/Road/Alley
341,9742P9Q589KD: ,20020304,04: ,F: Female,W: White,N: None,: ,42: TX,20: Residence/Home
342,974GE9YBP9KD: ,20020309,32: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,42: TX,20: Residence/Home
343,PK0 7GXXNPP-: ,20020218,26: ,F: Female,W: White,N: None,RU: Relationship Unknown,42: TX,13: Highway/Road/Alley
344,PK0 SG2RVPP-: ,20020215,00: Unknown,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
345,PK0 UG0NIPP-: ,20020212,19: ,F: Female,W: White,M: Apparent Minor Injury,RU: Relationship Unknown,42: TX,20: Residence/Home
346,PK026N IVPP-: ,20020107,06: ,F: Female,W: White,M: Apparent Minor Injury,: ,42: TX,20: Residence/Home
347,PK036N WIPP-: ,20020117,33: ,F: Female,A: Asian/Pacific Islander,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
348,PK038NJ41PP-: ,20020110,BB: 7-364 Days Old,M: Male,W: White,N: None,CH: Victim was Child,42: TX,20: Residence/Home
349,PK03IN8DVPP-: ,20020114,38: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,42: TX,14: Hotel/Motel/Etc.
350,PK03LG 4YPP-: ,20020112,22: ,F: Female,W: White,N: None,: ,42: TX,13: Highway/Road/Alley
351,PK03UGK4NPP-: ,20020113,21: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
352,PK0LIN6D PP-: ,20020325,22: ,F: Female,W: White,N: None,: ,42: TX,18: Parking Lot/Garage
353,PK0LIN6X5PP-: ,20020325,16: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,18: Parking Lot/Garage
354,PK0LUGKN PP-: ,20020324,18: ,F: Female,B: Black,N: None,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
355,PK0LUGKN PP-: ,20020324,09: ,F: Female,B: Black,N: None,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
356,PK0N7NJRYPP-: ,20020228,34: ,F: Female,B: Black,N: None,RU: Relationship Unknown,42: TX,13: Highway/Road/Alley
357,PK0NIN WYPP-: ,20020223,07: ,M: Male,B: Black,N: None,RU: Relationship Unknown,42: TX,20: Residence/Home
358,PK0NIN WYPP-: ,20020223,04: ,M: Male,B: Black,N: None,RU: Relationship Unknown,42: TX,20: Residence/Home
359,PK0NIN WYPP-: ,20020223,09: ,F: Female,B: Black,N: None,RU: Relationship Unknown,42: TX,20: Residence/Home
360,PK0NJN 1PP-: ,20020224,30: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
361,PK0NUNKR5PP-: ,20020222,01: ,M: Male,W: White,N: None,ST: Victim was Stranger,42: TX,12: Grocery/Supermarket
362,PK0O9G0 IPP-: ,20020312,05: ,M: Male,W: White,N: None,: ,42: TX,8: Department/Discount Store
363,PK0O9GK KPP-: ,20020312,26: ,M: Male,W: White,N: None,ST: Victim was Stranger,42: TX,18: Parking Lot/Garage
364,PK0OLGJRYPP-: ,20020313,22: ,F: Female,B: Black,N: None,: ,42: TX,13: Highway/Road/Alley
365,PK0OSG28 PP-: ,20020317,30: ,M: Male,W: White,N: None,RU: Relationship Unknown,42: TX,20: Residence/Home
366,PK0PLNBXYPP-: ,20020201,22: ,F: Female,W: White,N: None,: ,42: TX,13: Highway/Road/Alley
367,PK0U8N8NNPP-: ,20020331,17: ,M: Male,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
368,PK0V6G0 KPP-: ,20020309,18: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
369,PK0V8G0IIPP-: ,20020301,17: ,F: Female,W: White,N: None,ST: Victim was Stranger,42: TX,13: Highway/Road/Alley
370,PK0VIN6NJPP-: ,20020303,26: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,42: TX,20: Residence/Home
371,PK0VSGXN1PP-: ,20020307,24: ,F: Female,W: White,M: Apparent Minor Injury,: ,42: TX,18: Parking Lot/Garage
372,PK0Z8GX4IPP-: ,20020120,01: ,M: Male,W: White,N: None,CF: Victim was Child of Boyfriend/Girlfriend,42: TX,20: Residence/Home
373,PK0ZJGTRVPP-: ,20020125,30: ,F: Female,W: White,B: Apparent Broken Bones,ST: Victim was Stranger,42: TX,10: Field/Woods
374,CT0Q-VPU72 N: ,20020322,04: ,M: Male,W: White,N: None,CH: Victim was Child,42: TX,13: Highway/Road/Alley
375,CT0Q-VPU72 N: ,20020322,31: ,M: Male,W: White,N: None,SE: Victim was Spouse,42: TX,13: Highway/Road/Alley
376,T0V-OEQ72 N: ,20020618,27: ,F: Female,W: White,N: None,RU: Relationship Unknown,14: IA,3: Bar/Nightclub
377,T0VKABD72 N: ,20020611,20: ,M: Male,B: Black,N: None,AQ: Victim was Acquaintance,14: IA,10: Field/Woods
378,CI01XOSQS0 N: ,20020616,24: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,14: IA,20: Residence/Home
379,T0BSF3V72 N: ,20020417,41: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,14: IA,20: Residence/Home
